MedCodeId,Observations,Term,SNOMED_CT_Concept_ID
813551000006113,73716624,Haemoglobin estimation,1022431000000105
411758010,246430,Hb estimation,1022431000000105
3113081000006110,1576,Haemoglobin,38082009
257180010,1252,Haemoglobin - sample sent,165395000
5519181000006114,1093,Haemoglobin level estimation,271026005
257189011,1043,Haemoglobin normal,165399006
257185017,1038,Haemoglobin low,165397008
257200015,489,Haemoglobin estimation NOS,1022431000000105
5519221000006117,165,Hb estimation,271026005
2153948016,51,Increased haemoglobin,131141003
257186016,51,Haemoglobin borderline low,165398003
