MedCodeId,Observations,Term,SNOMED_CT_Concept_ID
344820010,,,109989006
344818012,,,109989006
344819016,,,109989006
289867014,,,188718006
139571000006117,,,415112005
225051000006119,,,415112005
457317011,,,313427003
18484012,,,415112005
260879014,,,167934009
695561000006118,,,109989006
683191000006119,,,415112005
1231541019,,,55921005
313271000006116,,,109989006
313381000006111,,,55921005
313391000006114,,,55921005
315461000006113,,,55921005
315471000006118,,,10639003
313001000006116,,,10639003
316711000006113,,,10639003
315441000006114,,,399456004
1230838014,,,50150000
313411000006114,,,37810007
1228268017,,,35287006
304421000006118,,,80570006
292075015,,,80570006
304431000006115,,,80570006
312137011,,,739301006
